from1,from,to1,to,record_type,call_type,date
7c24bd4330f5dfbe07a6aa4f7751aa7b,7c24b,6a5f55cd2e11f32fd59ca61f85363535,6a5f5,1,1,2/5/2012 15:09
7c24bd4330f5dfbe07a6aa4f7751aa7b,7c24b,3185f6ed215277f1e0a55e624cc47592,3185f,1,1,2/5/2012 15:21
c3bba52f1fe31ed6df2cd5ff8711d779,c3bba,4922798153e4ef946b8e8d20c619b744,49227,1,1,1/5/2012 21:56
c3bba52f1fe31ed6df2cd5ff8711d779,c3bba,4922798153e4ef946b8e8d20c619b744,49227,1,1,1/5/2012 21:56
c3bba52f1fe31ed6df2cd5ff8711d779,c3bba,4922798153e4ef946b8e8d20c619b744,49227,1,1,1/5/2012 21:55
c3bba52f1fe31ed6df2cd5ff8711d779,c3bba,4922798153e4ef946b8e8d20c619b744,49227,1,1,1/5/2012 21:55
c3bba52f1fe31ed6df2cd5ff8711d779,c3bba,4922798153e4ef946b8e8d20c619b744,49227,1,1,1/5/2012 21:57
c3bba52f1fe31ed6df2cd5ff8711d779,c3bba,4922798153e4ef946b8e8d20c619b744,49227,1,1,1/5/2012 21:57
c3bba52f1fe31ed6df2cd5ff8711d779,c3bba,4922798153e4ef946b8e8d20c619b744,49227,1,1,1/5/2012 21:59
c3bba52f1fe31ed6df2cd5ff8711d779,c3bba,4922798153e4ef946b8e8d20c619b744,49227,1,1,1/5/2012 21:59
c3bba52f1fe31ed6df2cd5ff8711d779,c3bba,4922798153e4ef946b8e8d20c619b744,49227,1,1,1/5/2012 22:04
c3bba52f1fe31ed6df2cd5ff8711d779,c3bba,4922798153e4ef946b8e8d20c619b744,49227,1,1,1/5/2012 22:04
c3bba52f1fe31ed6df2cd5ff8711d779,c3bba,b792cb3934752e3fae91515fc4933c70,b792c,1,1,1/5/2012 22:47
c3bba52f1fe31ed6df2cd5ff8711d779,c3bba,b792cb3934752e3fae91515fc4933c70,b792c,1,1,2/5/2012 1:02
c3bba52f1fe31ed6df2cd5ff8711d779,c3bba,488be6e886d127db7c911327236695a7,488be,1,1,2/5/2012 1:03
c3bba52f1fe31ed6df2cd5ff8711d779,c3bba,b792cb3934752e3fae91515fc4933c70,b792c,1,1,2/5/2012 3:41
fe9e59a29183833d38be43aadcb74e64,fe9e5,c93d1d1d77ad0a57e4505d3a1b5cdf0f,c93d1,1,1,1/5/2012 21:43
fe9e59a29183833d38be43aadcb74e64,fe9e5,c93d1d1d77ad0a57e4505d3a1b5cdf0f,c93d1,1,1,1/5/2012 22:59
fe9e59a29183833d38be43aadcb74e64,fe9e5,59a97a0ed69dc188110563a2968cff9f,59a97,1,1,2/5/2012 0:18
fe9e59a29183833d38be43aadcb74e64,fe9e5,c93d1d1d77ad0a57e4505d3a1b5cdf0f,c93d1,1,1,2/5/2012 1:50
fe9e59a29183833d38be43aadcb74e64,fe9e5,13c52df947fcb1c0eb9c305814d98b45,13c52,1,1,2/5/2012 8:13
fe9e59a29183833d38be43aadcb74e64,fe9e5,13c52df947fcb1c0eb9c305814d98b45,13c52,1,1,2/5/2012 8:13
fe9e59a29183833d38be43aadcb74e64,fe9e5,00164bb34039df89bebde7f361424ae0,00164,1,1,2/5/2012 8:13
fe9e59a29183833d38be43aadcb74e64,fe9e5,59bb8aafb36fa02cceaac6471f09f4ba,59bb8,1,1,2/5/2012 11:18
fe9e59a29183833d38be43aadcb74e64,fe9e5,59bb8aafb36fa02cceaac6471f09f4ba,59bb8,1,1,2/5/2012 11:17
5465c2189466bf2f5664e218b02a7a18,5465c,5535f0814bc6be0792fba2d485431914,5535f,1,1,8/5/2012 5:17
fe9e59a29183833d38be43aadcb74e64,fe9e5,59bb8aafb36fa02cceaac6471f09f4ba,59bb8,1,1,2/5/2012 11:17
fe9e59a29183833d38be43aadcb74e64,fe9e5,59bb8aafb36fa02cceaac6471f09f4ba,59bb8,1,1,2/5/2012 11:18
fe9e59a29183833d38be43aadcb74e64,fe9e5,59a97a0ed69dc188110563a2968cff9f,59a97,1,1,2/5/2012 15:08
fbe352b729732adaafdf267c03a4b7b1,fbe35,4eb60f459225ee47389c530b78990927,4eb60,1,1,1/5/2012 16:57
fbe352b729732adaafdf267c03a4b7b1,fbe35,a78bdc2c47ccf4c97a0e4ba913fabd19,a78bd,1,1,1/5/2012 16:57
fbe352b729732adaafdf267c03a4b7b1,fbe35,a78bdc2c47ccf4c97a0e4ba913fabd19,a78bd,1,1,1/5/2012 16:57
fbe352b729732adaafdf267c03a4b7b1,fbe35,4eb60f459225ee47389c530b78990927,4eb60,1,1,1/5/2012 16:57
fbe352b729732adaafdf267c03a4b7b1,fbe35,a78bdc2c47ccf4c97a0e4ba913fabd19,a78bd,1,1,1/5/2012 16:57
4b01a237db3c48af80799b99cc0dd609,4b01a,4949b7727e0c0a3d72b17757f81cd7a7,4949b,1,1,2/5/2012 1:25
4b01a237db3c48af80799b99cc0dd609,4b01a,8f8f3a5be47c1b113f9fe1a38142df7f,8f8f3,1,1,2/5/2012 1:11
4b01a237db3c48af80799b99cc0dd609,4b01a,4949b7727e0c0a3d72b17757f81cd7a7,4949b,1,1,2/5/2012 1:26
c963fab37718b3120e6856896fa0e85e,c963f,953a3dad7a83a6dcb3524ad651333d8f,953a3,1,1,1/5/2012 17:04
c963fab37718b3120e6856896fa0e85e,c963f,6d1ba1ccaa39787771b9b7b7d18698cf,6d1ba,1,1,1/5/2012 17:04
c963fab37718b3120e6856896fa0e85e,c963f,953a3dad7a83a6dcb3524ad651333d8f,953a3,1,1,1/5/2012 17:07
c963fab37718b3120e6856896fa0e85e,c963f,6d1ba1ccaa39787771b9b7b7d18698cf,6d1ba,1,1,1/5/2012 17:07
c963fab37718b3120e6856896fa0e85e,c963f,7e509656afb39307a64d23e6fd01b9b9,7e509,1,1,2/5/2012 3:08
c963fab37718b3120e6856896fa0e85e,c963f,bb6b3b7b477bfb566f610f73ffc8d0db,bb6b3,1,1,2/5/2012 3:08
c963fab37718b3120e6856896fa0e85e,c963f,7e509656afb39307a64d23e6fd01b9b9,7e509,1,1,2/5/2012 3:08
5afc3379b6a319319e30191bac6eadc6,5afc3,d5966bd4f35c0ee9864e62c0251b556a,d5966,1,1,2/5/2012 0:23
5afc3379b6a319319e30191bac6eadc6,5afc3,d5966bd4f35c0ee9864e62c0251b556a,d5966,1,1,2/5/2012 0:24
5afc3379b6a319319e30191bac6eadc6,5afc3,1294c19b15054b444d74505bb1f40c18,1294c,1,1,2/5/2012 5:21
5afc3379b6a319319e30191bac6eadc6,5afc3,1294c19b15054b444d74505bb1f40c18,1294c,1,1,2/5/2012 5:21
5afc3379b6a319319e30191bac6eadc6,5afc3,1294c19b15054b444d74505bb1f40c18,1294c,1,1,2/5/2012 5:21
5afc3379b6a319319e30191bac6eadc6,5afc3,1294c19b15054b444d74505bb1f40c18,1294c,1,1,2/5/2012 5:21
5afc3379b6a319319e30191bac6eadc6,5afc3,1294c19b15054b444d74505bb1f40c18,1294c,1,1,2/5/2012 5:21
eb539050560a8324d601c65b6057c12a,eb539,1b6f2538e0e8d4dc0f81cb385a566eb7,1b6f2,1,1,2/5/2012 0:14
eb539050560a8324d601c65b6057c12a,eb539,2da73ac686ad0c6ae685b9dfe2cc609b,2da73,1,1,2/5/2012 0:18
9f0a925a75f4244b6f9b6985c7254dd4,9f0a9,c93d1d1d77ad0a57e4505d3a1b5cdf0f,c93d1,1,1,1/5/2012 17:51
9f0a925a75f4244b6f9b6985c7254dd4,9f0a9,44041f8cc6b5fd96b23570a1279677b7,44041,1,1,1/5/2012 18:12
9f0a925a75f4244b6f9b6985c7254dd4,9f0a9,44041f8cc6b5fd96b23570a1279677b7,44041,1,1,1/5/2012 18:12
9f0a925a75f4244b6f9b6985c7254dd4,9f0a9,66632485c58b4d823c58090266a4fb33,66632,1,1,1/5/2012 18:19
9f0a925a75f4244b6f9b6985c7254dd4,9f0a9,66632485c58b4d823c58090266a4fb33,66632,1,1,1/5/2012 18:19
9f0a925a75f4244b6f9b6985c7254dd4,9f0a9,44041f8cc6b5fd96b23570a1279677b7,44041,1,1,1/5/2012 18:23
9f0a925a75f4244b6f9b6985c7254dd4,9f0a9,44041f8cc6b5fd96b23570a1279677b7,44041,1,1,1/5/2012 18:23
9f0a925a75f4244b6f9b6985c7254dd4,9f0a9,35359133dc2c0ed102c8bf4982e0137d,35359,1,1,1/5/2012 18:29
9f0a925a75f4244b6f9b6985c7254dd4,9f0a9,67439a3c48a3d851b1018c337ce0a327,67439,1,1,1/5/2012 18:29
9f0a925a75f4244b6f9b6985c7254dd4,9f0a9,35359133dc2c0ed102c8bf4982e0137d,35359,1,1,1/5/2012 18:29
9f0a925a75f4244b6f9b6985c7254dd4,9f0a9,18b695f9e45dafaa1e74d85749dec2f1,18b69,1,1,1/5/2012 19:45
9f0a925a75f4244b6f9b6985c7254dd4,9f0a9,c93d1d1d77ad0a57e4505d3a1b5cdf0f,c93d1,1,1,1/5/2012 20:25
9f0a925a75f4244b6f9b6985c7254dd4,9f0a9,cec7594d1cc6847ccca7a0897cbbccff,cec75,1,1,1/5/2012 20:15
9f0a925a75f4244b6f9b6985c7254dd4,9f0a9,35359133dc2c0ed102c8bf4982e0137d,35359,1,1,1/5/2012 20:26
be4b1c2f2bd7ddadf611e046c1746e4a,be4b1,995b29df24994de836131f0dee46b853,995b2,1,1,1/5/2012 19:12
be4b1c2f2bd7ddadf611e046c1746e4a,be4b1,efb4a9b36c3a6bfa223977f1d6d36404,efb4a,1,3,1/5/2012 20:13
be4b1c2f2bd7ddadf611e046c1746e4a,be4b1,efb4a9b36c3a6bfa223977f1d6d36404,efb4a,1,3,1/5/2012 20:13
be4b1c2f2bd7ddadf611e046c1746e4a,be4b1,efb4a9b36c3a6bfa223977f1d6d36404,efb4a,1,3,1/5/2012 20:34
be4b1c2f2bd7ddadf611e046c1746e4a,be4b1,efb4a9b36c3a6bfa223977f1d6d36404,efb4a,1,3,1/5/2012 20:34
be4b1c2f2bd7ddadf611e046c1746e4a,be4b1,81f371a2d268f6aed566d4d6a0973ce8,81f37,1,1,2/5/2012 1:56
be4b1c2f2bd7ddadf611e046c1746e4a,be4b1,1b676335139dbd92112cd10707fde874,1b676,1,1,2/5/2012 1:56
be4b1c2f2bd7ddadf611e046c1746e4a,be4b1,1b676335139dbd92112cd10707fde874,1b676,1,1,2/5/2012 1:59
be4b1c2f2bd7ddadf611e046c1746e4a,be4b1,9fd3012a54de07ca3f051b50c42cd89e,9fd30,1,1,2/5/2012 2:03
be4b1c2f2bd7ddadf611e046c1746e4a,be4b1,81f371a2d268f6aed566d4d6a0973ce8,81f37,1,1,2/5/2012 1:59
be4b1c2f2bd7ddadf611e046c1746e4a,be4b1,9fd3012a54de07ca3f051b50c42cd89e,9fd30,1,1,2/5/2012 2:03
be4b1c2f2bd7ddadf611e046c1746e4a,be4b1,cd10989468ea1d265da9c7539fc78f07,cd109,1,1,2/5/2012 2:05
be4b1c2f2bd7ddadf611e046c1746e4a,be4b1,3166e9446ebd1d0980d735d630416e4b,3166e,1,1,2/5/2012 11:02
5465c2189466bf2f5664e218b02a7a18,5465c,d8b3084250d174813c84230a298c7a32,d8b30,1,1,8/5/2012 15:05
be4b1c2f2bd7ddadf611e046c1746e4a,be4b1,3166e9446ebd1d0980d735d630416e4b,3166e,1,1,2/5/2012 11:02
28df45dcb7e2a2e9ca13857da7a4117a,28df4,f2766a209ae9d429d95d80ded1cbfcaf,f2766,1,1,2/5/2012 2:59
28df45dcb7e2a2e9ca13857da7a4117a,28df4,f2766a209ae9d429d95d80ded1cbfcaf,f2766,1,1,2/5/2012 2:59
28df45dcb7e2a2e9ca13857da7a4117a,28df4,f2766a209ae9d429d95d80ded1cbfcaf,f2766,1,1,2/5/2012 2:27
28df45dcb7e2a2e9ca13857da7a4117a,28df4,49010aae4a9231f1c9a1710f20fd0ae5,49010,1,1,2/5/2012 4:21
c84f55da1ec31ea3e02e34b3f9918842,c84f5,2cac2fd7840245f9349b3fe961f056c6,2cac2,1,1,1/5/2012 23:19
c84f55da1ec31ea3e02e34b3f9918842,c84f5,2cac2fd7840245f9349b3fe961f056c6,2cac2,1,1,2/5/2012 2:17
ec4026dd08743389871d9f7916045cde,ec402,6be0e60eb7e3bc461bfe1735657b96df,6be0e,1,1,1/5/2012 22:57
ec4026dd08743389871d9f7916045cde,ec402,6be0e60eb7e3bc461bfe1735657b96df,6be0e,1,1,1/5/2012 22:57
dfeea72ecdddafafa9d5dfdbde2b916b,dfeea,c5a2b9fa6d46ce7d418f6b7931433607,c5a2b,1,1,1/5/2012 16:47
dfeea72ecdddafafa9d5dfdbde2b916b,dfeea,c5a2b9fa6d46ce7d418f6b7931433607,c5a2b,1,1,1/5/2012 16:47
dfeea72ecdddafafa9d5dfdbde2b916b,dfeea,c5a2b9fa6d46ce7d418f6b7931433607,c5a2b,1,1,1/5/2012 20:28
dfeea72ecdddafafa9d5dfdbde2b916b,dfeea,c5a2b9fa6d46ce7d418f6b7931433607,c5a2b,1,1,1/5/2012 20:28
5713a696d3e3a101b6e09e5ae90f1531,5713a,cd95446338adc3f52c502c6e25d1b890,cd954,1,1,1/5/2012 18:00
5713a696d3e3a101b6e09e5ae90f1531,5713a,6e0ed0accf95ac03c8c0c3ccfc606a42,6e0ed,1,1,2/5/2012 3:14
5713a696d3e3a101b6e09e5ae90f1531,5713a,6e0ed0accf95ac03c8c0c3ccfc606a42,6e0ed,1,1,2/5/2012 3:14
91865f06527b4d6bd9720db7f800c6f3,91865,f2766a209ae9d429d95d80ded1cbfcaf,f2766,1,1,1/5/2012 22:01
91865f06527b4d6bd9720db7f800c6f3,91865,f19aa0227f9fb3d2a44b1bd098b2eb45,f19aa,1,1,1/5/2012 22:07
b919e382eb9574fe948bddb8789138a7,b919e,e873f410c825f0a681f14aa9dcc574ff,e873f,1,1,1/5/2012 19:02
b919e382eb9574fe948bddb8789138a7,b919e,9205432d71b71b7626a481010480e61b,92054,1,1,1/5/2012 21:57
b919e382eb9574fe948bddb8789138a7,b919e,994862b2296bc7c5e62da68b57138efa,99486,1,1,1/5/2012 21:57
b919e382eb9574fe948bddb8789138a7,b919e,2c051a99b3cb62773eccf1411e38f43c,2c051,1,1,1/5/2012 23:11
b919e382eb9574fe948bddb8789138a7,b919e,2c051a99b3cb62773eccf1411e38f43c,2c051,1,1,1/5/2012 23:11
b919e382eb9574fe948bddb8789138a7,b919e,2c051a99b3cb62773eccf1411e38f43c,2c051,1,1,1/5/2012 23:16
b919e382eb9574fe948bddb8789138a7,b919e,2c051a99b3cb62773eccf1411e38f43c,2c051,1,1,1/5/2012 23:16
b919e382eb9574fe948bddb8789138a7,b919e,a1121085b924d57be2e3b08ee68e3d03,a1121,1,1,1/5/2012 23:46
b919e382eb9574fe948bddb8789138a7,b919e,2b1e9645513eb16ea212b701e46adb7f,2b1e9,1,1,1/5/2012 23:47
b919e382eb9574fe948bddb8789138a7,b919e,2b1e9645513eb16ea212b701e46adb7f,2b1e9,1,1,1/5/2012 23:47
b919e382eb9574fe948bddb8789138a7,b919e,2cac2fd7840245f9349b3fe961f056c6,2cac2,1,1,1/5/2012 23:48
b919e382eb9574fe948bddb8789138a7,b919e,a1121085b924d57be2e3b08ee68e3d03,a1121,1,1,1/5/2012 23:50
b919e382eb9574fe948bddb8789138a7,b919e,9442569bbf64e3362c9ed3bbf31f4846,94425,1,1,2/5/2012 0:02
b919e382eb9574fe948bddb8789138a7,b919e,bb6b3b7b477bfb566f610f73ffc8d0db,bb6b3,1,1,1/5/2012 23:50
b919e382eb9574fe948bddb8789138a7,b919e,bb6b3b7b477bfb566f610f73ffc8d0db,bb6b3,1,1,1/5/2012 23:46
b919e382eb9574fe948bddb8789138a7,b919e,2b1e9645513eb16ea212b701e46adb7f,2b1e9,1,1,2/5/2012 0:02
b919e382eb9574fe948bddb8789138a7,b919e,2cac2fd7840245f9349b3fe961f056c6,2cac2,1,1,2/5/2012 0:02
b919e382eb9574fe948bddb8789138a7,b919e,2b1e9645513eb16ea212b701e46adb7f,2b1e9,1,1,2/5/2012 0:02
b919e382eb9574fe948bddb8789138a7,b919e,9442569bbf64e3362c9ed3bbf31f4846,94425,1,1,2/5/2012 0:02
b919e382eb9574fe948bddb8789138a7,b919e,994862b2296bc7c5e62da68b57138efa,99486,1,1,2/5/2012 0:46
b919e382eb9574fe948bddb8789138a7,b919e,e873f410c825f0a681f14aa9dcc574ff,e873f,1,1,2/5/2012 2:03
b919e382eb9574fe948bddb8789138a7,b919e,e873f410c825f0a681f14aa9dcc574ff,e873f,1,1,2/5/2012 3:23
f93dedb7af687f9f4a5b5660b61286e3,f93de,8f5cfb69f2753d87ad91292bd49676d5,8f5cf,1,1,1/5/2012 22:24
f93dedb7af687f9f4a5b5660b61286e3,f93de,8f5cfb69f2753d87ad91292bd49676d5,8f5cf,1,1,1/5/2012 22:24
f93dedb7af687f9f4a5b5660b61286e3,f93de,f78eb601c4a206cd4dac855fedf06bb7,f78eb,1,1,2/5/2012 13:33
f93dedb7af687f9f4a5b5660b61286e3,f93de,f78eb601c4a206cd4dac855fedf06bb7,f78eb,1,1,2/5/2012 13:33
f93dedb7af687f9f4a5b5660b61286e3,f93de,f78eb601c4a206cd4dac855fedf06bb7,f78eb,1,1,2/5/2012 13:33
3cb98a5d0f29665d4b686da44c11d7e1,3cb98,ad9f9e1e1f774bb7afb36fbafda0c47c,ad9f9,1,1,1/5/2012 18:44
3cb98a5d0f29665d4b686da44c11d7e1,3cb98,d334bd80a167837b7622cae2a491bf84,d334b,1,1,1/5/2012 20:16
3cb98a5d0f29665d4b686da44c11d7e1,3cb98,d334bd80a167837b7622cae2a491bf84,d334b,1,1,1/5/2012 20:25
3cb98a5d0f29665d4b686da44c11d7e1,3cb98,d334bd80a167837b7622cae2a491bf84,d334b,1,1,1/5/2012 20:30
3cb98a5d0f29665d4b686da44c11d7e1,3cb98,d334bd80a167837b7622cae2a491bf84,d334b,1,1,1/5/2012 21:39
3cb98a5d0f29665d4b686da44c11d7e1,3cb98,d334bd80a167837b7622cae2a491bf84,d334b,1,1,1/5/2012 21:33
3cb98a5d0f29665d4b686da44c11d7e1,3cb98,d334bd80a167837b7622cae2a491bf84,d334b,1,1,1/5/2012 22:08
3cb98a5d0f29665d4b686da44c11d7e1,3cb98,2cac2fd7840245f9349b3fe961f056c6,2cac2,1,1,2/5/2012 2:05
3cb98a5d0f29665d4b686da44c11d7e1,3cb98,2cac2fd7840245f9349b3fe961f056c6,2cac2,1,1,2/5/2012 2:11
1fd7425ea7abfc90178fa21212314c8a,1fd74,27dc873c1a6d2e898f311db2444d6242,27dc8,1,1,1/5/2012 17:35
1fd7425ea7abfc90178fa21212314c8a,1fd74,27dc873c1a6d2e898f311db2444d6242,27dc8,1,1,1/5/2012 21:49
1fd7425ea7abfc90178fa21212314c8a,1fd74,27dc873c1a6d2e898f311db2444d6242,27dc8,1,1,1/5/2012 22:03
1fd7425ea7abfc90178fa21212314c8a,1fd74,7d7c6f082dcf0a65ef1c8a5611c4df6c,7d7c6,1,1,2/5/2012 11:27
1fd7425ea7abfc90178fa21212314c8a,1fd74,7d7c6f082dcf0a65ef1c8a5611c4df6c,7d7c6,1,1,2/5/2012 11:27
1fd7425ea7abfc90178fa21212314c8a,1fd74,7d7c6f082dcf0a65ef1c8a5611c4df6c,7d7c6,1,1,2/5/2012 11:27
d348c7ad441d8243ddcdd87895b81bc0,d348c,f2766a209ae9d429d95d80ded1cbfcaf,f2766,1,1,1/5/2012 17:31
d348c7ad441d8243ddcdd87895b81bc0,d348c,f2766a209ae9d429d95d80ded1cbfcaf,f2766,1,1,2/5/2012 15:57
d348c7ad441d8243ddcdd87895b81bc0,d348c,f19aa0227f9fb3d2a44b1bd098b2eb45,f19aa,1,1,2/5/2012 16:15
68db8a063c32c0db6817363dfa9f2b07,68db8,551eca5d262467096f2cd86777ce073a,551ec,1,1,2/5/2012 14:05
1002bbec96a69184ee6f873c2ff4cd8b,1002b,2cac2fd7840245f9349b3fe961f056c6,2cac2,1,1,2/5/2012 1:03
9a837182da438ac274bebfe2b4bbbf23,9a837,f2766a209ae9d429d95d80ded1cbfcaf,f2766,1,1,1/5/2012 19:24
9a837182da438ac274bebfe2b4bbbf23,9a837,614230fa83945419245cfb1ebc005db0,61423,1,1,1/5/2012 21:50
9a837182da438ac274bebfe2b4bbbf23,9a837,e1f2f36d72e2aa08d1d4892a48148bed,e1f2f,1,1,1/5/2012 21:53
1b2a101072e582163568f0be82d0cd3f,1b2a1,641bd4ad460ec657ebb82706db185152,641bd,1,1,1/5/2012 22:27
1b2a101072e582163568f0be82d0cd3f,1b2a1,641bd4ad460ec657ebb82706db185152,641bd,1,1,1/5/2012 22:27
66bb5d366e4029cbf879b8e0beefdf7e,66bb5,1730ecf6b44d2bff6302a95b820517b7,1730e,1,1,1/5/2012 23:02
66bb5d366e4029cbf879b8e0beefdf7e,66bb5,1730ecf6b44d2bff6302a95b820517b7,1730e,1,1,1/5/2012 23:04
cbc731a5537d0df70eb6a3c84126e168,cbc73,c93d1d1d77ad0a57e4505d3a1b5cdf0f,c93d1,1,1,1/5/2012 18:37
cbc731a5537d0df70eb6a3c84126e168,cbc73,e31446c14a61bc91e876d321d32f053e,e3144,1,1,1/5/2012 18:41
cbc731a5537d0df70eb6a3c84126e168,cbc73,c93d1d1d77ad0a57e4505d3a1b5cdf0f,c93d1,1,3,1/5/2012 23:13
cbc731a5537d0df70eb6a3c84126e168,cbc73,c93d1d1d77ad0a57e4505d3a1b5cdf0f,c93d1,1,3,1/5/2012 23:59
cbc731a5537d0df70eb6a3c84126e168,cbc73,c93d1d1d77ad0a57e4505d3a1b5cdf0f,c93d1,1,3,1/5/2012 23:59
cbc731a5537d0df70eb6a3c84126e168,cbc73,c93d1d1d77ad0a57e4505d3a1b5cdf0f,c93d1,1,3,2/5/2012 4:23
cbc731a5537d0df70eb6a3c84126e168,cbc73,c93d1d1d77ad0a57e4505d3a1b5cdf0f,c93d1,1,3,2/5/2012 14:49
7c24bd4330f5dfbe07a6aa4f7751aa7b,7c24b,96bd6790b2d40491631b0a8e3441549c,96bd6,1,3,1/5/2012 21:21
7c24bd4330f5dfbe07a6aa4f7751aa7b,7c24b,96bd6790b2d40491631b0a8e3441549c,96bd6,1,3,2/5/2012 0:41
7c24bd4330f5dfbe07a6aa4f7751aa7b,7c24b,96bd6790b2d40491631b0a8e3441549c,96bd6,1,3,2/5/2012 0:47
7c24bd4330f5dfbe07a6aa4f7751aa7b,7c24b,3e70fcb36c91231d5e5e2d2e32ebddb8,3e70f,1,1,2/5/2012 14:56
7c24bd4330f5dfbe07a6aa4f7751aa7b,7c24b,3e70fcb36c91231d5e5e2d2e32ebddb8,3e70f,1,1,2/5/2012 14:56
7c24bd4330f5dfbe07a6aa4f7751aa7b,7c24b,3e70fcb36c91231d5e5e2d2e32ebddb8,3e70f,1,1,2/5/2012 14:56
7c24bd4330f5dfbe07a6aa4f7751aa7b,7c24b,3185f6ed215277f1e0a55e624cc47592,3185f,1,1,2/5/2012 15:21
7c24bd4330f5dfbe07a6aa4f7751aa7b,7c24b,6a5f55cd2e11f32fd59ca61f85363535,6a5f5,1,1,2/5/2012 15:09
4bc64428121f649221a627836bd45706,4bc64,b9b2e6a70a5421307bc88be4247a5719,b9b2e,1,1,1/5/2012 18:15
4bc64428121f649221a627836bd45706,4bc64,281685a1db5d335d8b10ea399a237db7,28168,1,1,1/5/2012 18:15
4bc64428121f649221a627836bd45706,4bc64,7d42c9463c8aa07eb96c39dbc5d95cae,7d42c,1,1,1/5/2012 18:57
4bc64428121f649221a627836bd45706,4bc64,94ede1d55f4f93070eab0fe25305a38f,94ede,1,1,1/5/2012 21:13
4bc64428121f649221a627836bd45706,4bc64,7d42c9463c8aa07eb96c39dbc5d95cae,7d42c,1,1,1/5/2012 21:31
4bc64428121f649221a627836bd45706,4bc64,94ede1d55f4f93070eab0fe25305a38f,94ede,1,1,1/5/2012 23:51
4bc64428121f649221a627836bd45706,4bc64,4e2c9ff84f6a04ac7db6af2138b96aa1,4e2c9,1,1,2/5/2012 0:32
4bc64428121f649221a627836bd45706,4bc64,7d42c9463c8aa07eb96c39dbc5d95cae,7d42c,1,1,2/5/2012 0:42
7d3bce01bc5ea44651d3eba9f09ec69d,7d3bc,c93d1d1d77ad0a57e4505d3a1b5cdf0f,c93d1,1,1,1/5/2012 18:00
7d3bce01bc5ea44651d3eba9f09ec69d,7d3bc,5327019a605815a7b3ada415851f8423,53270,1,1,2/5/2012 0:47
7d3bce01bc5ea44651d3eba9f09ec69d,7d3bc,c93d1d1d77ad0a57e4505d3a1b5cdf0f,c93d1,1,1,2/5/2012 0:48
cd1772f6990b146df6338ad1147a6b85,cd177,b792cb3934752e3fae91515fc4933c70,b792c,1,1,2/5/2012 1:35
b0e6ef449aaf5c0e53e1496c66d642e6,b0e6e,bafaff0416805ab7b10375f5cdd0d9af,bafaf,1,1,1/5/2012 20:42
b0e6ef449aaf5c0e53e1496c66d642e6,b0e6e,c93d1d1d77ad0a57e4505d3a1b5cdf0f,c93d1,1,1,1/5/2012 20:30
b0e6ef449aaf5c0e53e1496c66d642e6,b0e6e,c93d1d1d77ad0a57e4505d3a1b5cdf0f,c93d1,1,1,2/5/2012 15:55
575fcf7be08d744c15b2115110afe63a,575fc,c93d1d1d77ad0a57e4505d3a1b5cdf0f,c93d1,1,1,2/5/2012 2:06
575fcf7be08d744c15b2115110afe63a,575fc,c93d1d1d77ad0a57e4505d3a1b5cdf0f,c93d1,1,1,2/5/2012 2:46
ee3fe46f5700840f458d1fa41ff27b02,ee3fe,d7dc3295e6f238725a2588c1f00a99a9,d7dc3,1,1,1/5/2012 19:27
ee3fe46f5700840f458d1fa41ff27b02,ee3fe,d7dc3295e6f238725a2588c1f00a99a9,d7dc3,1,1,1/5/2012 19:27
11ba5975fd396326d41c2bf84104090c,11ba5,3f0af3c845fd14d653146ea47dbe7753,3f0af,1,1,2/5/2012 4:56
11ba5975fd396326d41c2bf84104090c,11ba5,51ecd5c96b41a5ef2c7cf5f2dd868d21,51ecd,1,1,2/5/2012 4:56
11ba5975fd396326d41c2bf84104090c,11ba5,22ef1bc7cba4e0a487945b1ee47d2087,22ef1,1,1,2/5/2012 5:07
f348d3f0bb0ac725174f6dfd81ac7be0,f348d,829234a94e5d8856df63d6045e7129bd,82923,1,1,1/5/2012 16:48
f348d3f0bb0ac725174f6dfd81ac7be0,f348d,c93d1d1d77ad0a57e4505d3a1b5cdf0f,c93d1,1,1,2/5/2012 14:29
f348d3f0bb0ac725174f6dfd81ac7be0,f348d,829234a94e5d8856df63d6045e7129bd,82923,1,1,2/5/2012 15:39
e3c463da180e08b3a674753aa77cadc7,e3c46,edf2fff33e01507ff9cb9ef1b03fa12c,edf2f,1,1,1/5/2012 17:43
e3c463da180e08b3a674753aa77cadc7,e3c46,edf2fff33e01507ff9cb9ef1b03fa12c,edf2f,1,1,1/5/2012 17:43
e3c463da180e08b3a674753aa77cadc7,e3c46,968cf78855a72b3227cbd64ddb6c8e73,968cf,1,1,1/5/2012 18:43
e3c463da180e08b3a674753aa77cadc7,e3c46,968cf78855a72b3227cbd64ddb6c8e73,968cf,1,1,1/5/2012 18:43
d78e2f1987dde8f1903e27b14b06ef0d,d78e2,763028e8f78af84fc00868a18c7ffc4d,76302,1,1,1/5/2012 23:59
d78e2f1987dde8f1903e27b14b06ef0d,d78e2,367584198e946c1bc8fa57a009cca014,36758,1,1,2/5/2012 0:26
d78e2f1987dde8f1903e27b14b06ef0d,d78e2,367584198e946c1bc8fa57a009cca014,36758,1,1,2/5/2012 0:26
